temperatureMin,temperatureMax,sunriseTime,sunsetTime
85.53,103.77,1560470700,1560520440
86.67,100.25,1560557100,1560606840
81.64,94.41,1560643500,1560693240
78.27,94.93,1560729900,1560779700
77.64,90.94,1560816300,1560866100
72.86,91.44,1560902760,1560952500
73.95,97.62,1560989160,1561038900
79.02,99.25,1561075560,1561125360
80.93,105.66,1561161960,1561211760
82.67,106.56,1561248360,1561298160
82.23,101.58,1561334820,1561384560
83.24,101.34,1561421220,1561470960
83.55,105.75,1561507620,1561557360
83.01,105.08,1561594020,1561643820
84.0,103.58,1561680480,1561730220
82.51,105.0,1561766880,1561816620
84.51,106.0,1561853280,1561903020
81.17,102.54,1561939740,1561989420
80.56,103.38,1562026140,1562075820
85.48,101.75,1562112540,1562162220
83.74,95.85,1562199000,1562248620
79.96,91.57,1562285400,1562335020
76.91,95.07,1562371860,1562421420
75.81,92.79,1562458260,1562507820
81.49,97.69,1562544660,1562594160
81.75,97.99,1562631120,1562680560
80.76,100.53,1562717520,1562766960
83.71,100.46,1562803980,1562853360
84.29,99.77,1562890380,1562939760
83.54,99.76,1562976840,1563026160
82.92,98.37,1563063240,1563112500
83.4,96.15,1563149700,1563198900
83.56,93.54,1563236100,1563285300
82.12,95.2,1563322560,1563371640
78.73,94.8,1563408960,1563458040
78.15,93.45,1563495420,1563544440
81.33,94.69,1563581820,1563630780
81.75,97.77,1563668280,1563717180
83.8,96.85,1563754680,1563803580
83.89,99.76,1563841140,1563889920
78.62,93.88,1563927540,1563976320
74.91,88.99,1564014000,1564062660
74.16,83.16,1564100400,1564149060
75.93,82.33,1564186860,1564235400
75.61,86.65,1564273260,1564321800
77.53,91.68,1564359720,1564408140
77.95,92.11,1564446120,1564494540
78.71,90.62,1564532580,1564580880
78.02,91.52,1564618980,1564667220
77.79,89.97,1564705440,1564753620
77.26,90.01,1564791840,1564839960
78.13,90.21,1564878300,1564926300
77.7,92.71,1564964700,1565012700
78.0,84.69,1565051160,1565099040
76.92,85.83,1565137620,1565185380
76.92,90.14,1565224020,1565271780
78.5,88.02,1565310480,1565358120
76.69,85.34,1565396880,1565444460
75.03,88.34,1565483340,1565530800
76.23,90.61,1565569740,1565617140
76.85,91.34,1565656200,1565703540
74.43,85.95,1565742600,1565789880
75.54,86.17,1565829060,1565876220
75.79,81.84,1565915460,1565962560
74.12,78.44,1566001920,1566048900
73.28,84.52,1566088320,1566135240
75.41,89.81,1566174780,1566221580
76.12,93.16,1566261180,1566307920
77.1,93.87,1566347640,1566394260
77.88,92.67,1566434040,1566480600
76.12,94.22,1566520440,1566567000
79.09,95.0,1566606900,1566653340
78.79,88.48,1566693300,1566739680
76.44,90.9,1566779760,1566826020
75.82,90.84,1566866160,1566912360
77.29,92.17,1566952620,1566998640
77.6,91.22,1567039020,1567084980
76.99,90.07,1567125480,1567171320
76.76,93.75,1567211880,1567257660
78.37,89.15,1567298340,1567344000
77.15,93.11,1567384740,1567430340
77.43,94.67,1567471140,1567516680
77.37,91.08,1567557600,1567603020
77.57,91.22,1567644000,1567689360
77.06,91.7,1567730460,1567775700
77.65,89.83,1567816860,1567862040
77.74,92.47,1567903320,1567948380
76.85,96.72,1567989720,1568034660
78.61,98.18,1568076120,1568121000
78.44,100.46,1568162580,1568207340
79.16,96.81,1568248980,1568293680
77.44,88.98,1568335440,1568380020
76.25,92.69,1568421840,1568466360
77.24,91.24,1568508240,1568552700
76.14,96.76,1568594700,1568638980
76.96,96.18,1568681100,1568725320
74.95,93.46,1568767560,1568811660
74.69,89.38,1568853960,1568898000
73.61,91.13,1568940420,1568984340
73.8,87.81,1569026820,1569070680
73.79,88.22,1569113220,1569157020
72.6,87.37,1569199680,1569243300
71.84,87.58,1569286080,1569329640
73.65,87.92,1569372540,1569415980
74.36,87.18,1569458940,1569502320
73.22,88.37,1569545400,1569588660
72.32,87.46,1569631800,1569675000
72.99,85.85,1569718200,1569761280
71.04,88.33,1569804660,1569847620
71.99,87.77,1569891060,1569933960
71.05,90.64,1569977520,1570020300
72.1,92.23,1570063920,1570106640
70.96,91.06,1570150380,1570192980
69.96,90.66,1570236780,1570279320
71.62,91.05,1570323240,1570365660
70.72,89.9,1570409640,1570452000
70.11,92.72,1570496100,1570538340
68.56,92.85,1570582500,1570624620
69.54,92.49,1570668960,1570710960
68.3,93.1,1570755360,1570797300
69.47,93.36,1570841820,1570883640
71.77,95.68,1570928220,1570969980
73.41,96.21,1571014680,1571056320
72.19,94.68,1571101080,1571142660
72.63,94.94,1571187540,1571229000
74.14,93.21,1571273940,1571315340
71.72,90.35,1571360400,1571401680
71.41,89.94,1571446800,1571488020
68.22,92.4,1571533260,1571574420
66.27,91.9,1571619660,1571660760
65.76,91.38,1571706120,1571747100
64.76,92.51,1571792580,1571833440
65.0,91.71,1571878980,1571919780
70.98,89.49,1571965440,1572006120
65.98,88.22,1572051900,1572092460
63.25,87.9,1572138300,1572178800
63.48,89.11,1572224760,1572265200
67.83,89.05,1572311160,1572351540
70.05,88.97,1572397620,1572437880
65.53,91.45,1572484080,1572524220
68.94,92.5,1572570480,1572610620
69.86,92.4,1572656940,1572696960
68.32,87.39,1572743400,1572783300
67.59,86.73,1572829800,1572869700
63.88,87.87,1572916260,1572956040
64.7,87.33,1573002720,1573042380
67.46,84.0,1573089180,1573128780
64.02,84.37,1573175580,1573215120
65.75,83.35,1573262040,1573301520
66.76,84.36,1573348500,1573387860
64.87,85.42,1573434960,1573474260
68.08,86.55,1573521360,1573560600
70.67,86.97,1573607820,1573647000
69.35,86.3,1573694280,1573733340
65.55,83.24,1573780680,1573819740
65.25,84.61,1573867140,1573906080
64.19,84.02,1573953600,1573992480
61.26,81.96,1574040060,1574078880
60.79,81.81,1574126520,1574165220
60.53,81.83,1574212920,1574251620
61.43,82.34,1574299380,1574338020
61.47,81.32,1574385840,1574424420
63.2,81.91,1574472300,1574510760
63.93,80.93,1574558700,1574597160
62.59,81.83,1574645160,1574683560
64.13,81.3,1574731620,1574769960
62.7,81.29,1574818080,1574856360
63.34,79.32,1574904480,1574942760
60.94,76.26,1574990940,1575029160
59.49,76.35,1575077400,1575115560
58.36,76.0,1575163860,1575201960
54.91,77.58,1575250260,1575288360
51.61,78.17,1575336720,1575374760
49.58,77.55,1575423180,1575461160
50.48,77.52,1575509640,1575547560
51.99,75.45,1575596040,1575633960
51.73,75.96,1575682500,1575720360
50.96,74.88,1575768960,1575806760
49.64,74.1,1575855360,1575893160
49.8,75.71,1575941820,1575979620
51.09,75.3,1576028280,1576066020
58.9,73.31,1576114680,1576152420
52.67,69.29,1576201140,1576238820
47.81,67.59,1576287600,1576325280
46.9,68.3,1576374000,1576411680
45.49,67.37,1576460460,1576498080
41.79,65.43,1576546860,1576584540
40.27,67.76,1576633320,1576670940
42.77,68.65,1576719720,1576757400
46.52,71.33,1576806180,1576843800
51.2,73.58,1576892580,1576930200
49.66,73.06,1576979040,1577016660
43.18,70.88,1577065440,1577103060
51.77,71.67,1577151900,1577189520
45.73,69.4,1577238300,1577275920
41.58,69.29,1577324760,1577362380
39.79,69.28,1577411160,1577448840
38.82,68.57,1577497560,1577535240
38.29,66.91,1577584020,1577621700
36.38,64.56,1577670420,1577708100
37.85,62.95,1577756820,1577794560
